Date,Influent Ammonia (mg/L),Influent Nitrate (mg/L),Influent Organic Nitrogen (mg/L),Total Phosphorus (mg/L),Influent Flow (Million Gallons),Effluent Ammonia (mg/L),Effluent Nitrate (mg/L),Effluent Organic Nitrogen (mg/L) ,Effluent Total Phosphorus (mg/L),Effluent Flow (MGD),Effluent Flow (m3/day),Nitrate loading (kg/d),TP loading (kg/d)
9/9/07,,,,,,,,,,28.54,108024.2965,0,#VALUE!
9/10/07,,,,,,,,,,27.42,103795.9916,0,#VALUE!
9/11/07,7.05,,16.40,20.10,,<0.12,7.33,2.80,13.30,26.66,100919.0786,739.7368461,1342.223745
9/12/07,,,,,,,,,,25.62,96963.32326,0,#VALUE!
9/13/07,8.75,,,19.20,,0.41,9.98,,16.00,25.33,95865.55384,956.7382273,1533.848861
9/14/07,,,,,,,,,,28.51,107922.0904,0,#VALUE!
9/15/07,,,,19.70,,,,,13.50,26.57,100578.3915,0,1357.808286
9/16/07,,,,,,,,,,26.40,99934.87152,0,#VALUE!
9/17/07,,,,,,,,,,26.42,100025.7214,0,#VALUE!
9/18/07,7.53,4.68,15.60,21.90,,<0.12,13.20,2.10,12.90,26.32,99616.89693,1314.943039,1285.05797
9/19/07,,,,,,,,,,24.77,93764.65029,0,#VALUE!
9/20/07,8.31,,,21.20,,0.41,9.10,,12.70,27.37,103606.721,942.8211608,1315.805356
9/21/07,,,,,,,,,,25.49,96490.14678,0,#VALUE!
9/22/07,,,,22.20,,,,,13.30,24.32,92065.00039,0,1224.464505
9/23/07,,,,,,,,,,26.72,101134.8471,0,#VALUE!
9/24/07,,,,,,,,,,25.64,97042.8169,0,#VALUE!
9/25/07,10.80,4.79,15.10,22.80,,<0.12,19.10,2.10,8.11,27.17,102834.497,1964.138892,833.9877703
9/26/07,,,,,,,,,,24.16,91455.54909,0,#VALUE!
9/27/07,9.99,,,24.30,,<0.12,5.78,,14.40,23.93,90596.26061,523.6463863,1304.586153
9/28/07,,,,,,,,,,24.17,91485.83238,0,#VALUE!
9/29/07,,,,22.50,,,,,13.80,26.00,98416.92139,0,1358.153515
9/30/07,,,,,,,,,,25.16,95225.81924,0,#VALUE!
10/1/07,,,,,,,,,,24.68,93412.60699,0,#VALUE!
10/2/07,11.20,9.06,16.70,24.20,,<0.12,17.80,2.10,14.60,36.72,139011.6775,2474.40786,2029.570492
10/3/07,,,,,,,,,,27.78,105173.8815,0,#VALUE!
10/4/07,11.40,,,25.20,,<0.12,6.95,,15.60,24.04,91001.29967,632.4590327,1419.620275
10/5/07,,,,,,,,,,24.90,94252.96841,0,#VALUE!
10/6/07,,,,20.80,,,,,14.10,25.97,98299.57362,0,1386.023988
10/7/07,,,,,,,,,,22.74,86076.47892,0,#VALUE!
10/8/07,,,,,,,,,,24.86,94116.69358,0,#VALUE!
10/9/07,8.23,,13.90,20.20,,<0.12,5.62,2.19,13.20,23.04,87200.74622,490.0681938,1151.04985
10/10/07,,,,,,,,,,23.31,88222.80741,0,#VALUE!
10/11/07,8.90,,,20.50,,<0.12,5.71,,14.70,23.08,87355.94811,498.8024637,1284.132437
10/12/07,,,,,,,,,,22.49,85126.34056,0,#VALUE!
10/13/07,,,,22.80,,,,,14.80,24.74,93639.7317,0,1385.868029
10/14/07,,,,,,,,,,24.17,91504.75944,0,#VALUE!
10/15/07,,,,,,,,,,44.12,167012.3686,0,#VALUE!
10/16/07,8.90,0.052,15.80,18.30,,<0.12,9.57,2.36,9.93,33.17,125565.8948,1201.665613,1246.869336
10/17/07,,,,,,,,,,40.25,152355.2541,0,#VALUE!
10/18/07,7.33,,,8.78,,<0.12,3.36,,13.50,27.23,103080.5487,346.3506437,1391.587408
10/19/07,,,,,,,,,,24.38,92276.98345,0,#VALUE!
10/20/07,,,,21.70,,,,,12.10,23.99,90827.17073,0,1099.008766
10/21/07,,,,,,,,,,24.68,93405.03617,0,#VALUE!
10/22/07,,,,,,,,,,32.00,121133.1776,0,#VALUE!
10/23/07,7.22,1.31,15.20,22.00,,<0.12,8.71,2.41,12.00,28.32,107214.2184,933.8358424,1286.570621
10/24/07,,,,,,,,,,26.16,99007.44563,0,#VALUE!
10/25/07,10.90,,,21.90,,<0.12,8.00,,13.90,26.64,100843.3704,806.7469628,1401.722848
10/26/07,,,,,,,,,,34.23,129575.1785,0,#VALUE!
10/27/07,,,,21.70,,,,,14.70,33.84,128098.3353,0,1883.045529
10/28/07,,,,,,,,,,26.84,101600.4527,0,#VALUE!
10/29/07,,,,,,,,,,24.40,92350.155,0,#VALUE!
10/30/07,25.20,0.148,18.50,22.40,,<0.12,14.00,2.06,16.00,25.23,95517.14358,1337.24001,1528.274297
10/31/07,,,,,,,,,,25.46,96366.84105,0,#VALUE!
11/1/07,31.80,,,23.50,,<0.12,18.60,,15.90,24.91,94303.43754,1754.043938,1499.424657
11/2/07,,,,,,,,,,24.76,93713.83695,0,#VALUE!
11/3/07,,,,25.20,,,,,17.40,25.45,96339.022,0,1676.298983
11/4/07,,,,,,,,,,26.15,98996.07657,0,#VALUE!
11/5/07,,,,,,,,,,26.86,101658.539,0,#VALUE!
11/6/07,27.80,<0.009,18.10,22.00,,0.26,18.30,2.19,16.40,26.06,98647.83151,1805.255317,1617.824437
11/7/07,,,,,,,,,,26.19,99139.93504,0,#VALUE!
11/8/07,11.80,,,23.20,,0.20,18.40,,17.20,24.09,91190.57026,1677.906493,1568.477809
11/9/07,,,,,,,,,,26.86,101676.1609,0,#VALUE!
11/10/07,,,,23.10,,,,,17.30,25.42,96225.16796,0,1664.695406
11/11/07,,,,,,,,,,24.72,93575.3797,0,#VALUE!
11/12/07,,,,,,,,,,35.76,135366.326,0,#VALUE!
11/13/07,8.20,<0.009,17.00,22.30,,0.24,6.32,1.97,13.40,26.59,100654.0998,636.1339105,1348.764937
11/14/07,,,,,,,,,,25.22,95468.0856,0,#VALUE!
11/15/07,8.47,,,26.40,,<0.12,10.40,,12.50,24.99,94597.44088,983.8133852,1182.468011
11/16/07,,,,,,,,,,26.34,99707.74681,0,#VALUE!
11/17/07,,,,18.30,,,,,14.10,25.55,96717.27149,0,1363.713528
11/18/07,,,,,,,,,,26.56,100540.5374,0,#VALUE!
11/19/07,,,,,,,,,,25.13,95127.39853,0,#VALUE!
11/20/07,9.03,3.28,18.60,29.00,,<0.12,14.70,1.93,16.10,28.79,108982.0057,1602.035484,1754.610292
11/21/07,,,,,,,11.70,,,62.75,237534.5905,2779.154708,#VALUE!
11/22/07,8.24,,,20.60,,<0.12,,,8.98,28.69,108603.4645,0,975.2591116
11/23/07,,,,,,,,,,29.21,110571.8787,0,#VALUE!
11/24/07,,,,24.70,,,,,14.40,28.00,105991.5304,0,1526.278038
11/25/07,,,,,,,,,,28.42,107581.4034,0,#VALUE!
11/26/07,,,,,,,,,,32.90,124540.0482,0,#VALUE!
11/27/07,11.60,3.97,20.00,24.10,,0.24,10.30,1.97,14.30,28.08,106294.3633,1094.831942,1520.009396
11/28/07,,,,,,,,,,26.15,98988.51857,0,#VALUE!
11/29/07,9.31,,,22.50,,<0.12,14.70,,15.30,26.91,101865.4315,1497.421844,1558.541103
11/30/07,,,,,,,,,,26.43,100048.4339,0,#VALUE!
12/1/07,,,,23.10,,,,,16.30,28.44,107670.9401,0,1755.036324
12/2/07,,,,,,,,,,37.92,143542.8155,0,#VALUE!
12/3/07,,,,,,,,,,31.28,118407.6811,0,#VALUE!
12/4/07,13.30,4.66,13.90,23.00,,<0.12,20.50,1.97,14.70,28.95,109587.6716,2246.547268,1610.938773
12/5/07,,,,,,,,,,26.73,101184.0574,0,#VALUE!
12/6/07,16.20,,,25.40,,<0.12,25.60,,17.00,29.05,109966.2128,2815.135047,1869.425617
12/7/07,,,,,,,,,,31.67,119883.9917,0,#VALUE!
12/8/07,,,,19.00,,,,,14.70,30.75,116401.4129,0,1711.100769
12/9/07,,,,,,,,,,48.38,183138.2229,0,#VALUE!
12/10/07,,,,,,,,,,31.33,118596.9517,0,#VALUE!
12/11/07,6.21,5.1,11.50,15.70,,0.25,21.40,2.09,12.50,46.28,175188.8581,3749.041563,2189.860726
12/12/07,,,,,,,,,,33.66,127416.9612,0,#VALUE!
12/13/07,8.33,,,22.30,,0.22,19.60,,13.10,31.74,120148.9705,2354.919822,1573.951514
12/14/07,,,,,,,,,,30.90,116969.2246,0,#VALUE!
12/15/07,,,,23.40,,,,,15.30,32.01,121171.0317,0,1853.916785
12/16/07,,,,,,,,,,31.47,119126.9093,0,#VALUE!
12/17/07,,,,,,,,,,33.24,125827.0882,0,#VALUE!
12/18/07,9.97,4.54,17.20,24.10,,0.25,20.70,2.54,15.70,35.34,133776.453,2769.172577,2100.290312
12/19/07,,,,,,,,,,31.71,120035.4082,0,#VALUE!
12/20/07,6.53,,,18.30,,<0.12,8.49,,13.20,41.94,158760.1709,1347.873851,2095.634256
12/21/07,,,,,,,,,,39.32,148842.392,0,#VALUE!
12/22/07,,,,17.50,,,,,12.60,39.25,148577.4132,0,1872.075406
12/23/07,,,,,,,,,,35.28,133549.3283,0,#VALUE!
12/24/07,7.66,,14.20,,,<0.12,,2.19,,33.49,126773.4412,0,#VALUE!
12/25/07,,,,19.30,,,,,13.30,31.82,120451.8035,0,1602.008986
12/26/07,,5.44,,,,,18.40,,,34.27,129726.0624,2386.959548,#VALUE!
12/27/07,16.90,,,19.40,,<0.12,16.70,,13.90,32.69,123745.1117,2066.543366,1720.057053
12/28/07,,,,,,,,,,34.57,130861.6859,0,#VALUE!
12/29/07,,,,16.90,,,,,11.20,30.14,114092.3117,0,1277.833891
12/30/07,,,,,,,,,,31.23,118218.4105,0,#VALUE!
12/31/07,,,,,,,,,,32.19,121852.4058,0,#VALUE!
1/1/08,10.20,,27.10,16.90,,0.21,,2.98,12.90,29.90,113183.8128,0,1460.071185
1/2/08,,0.328,,,,,9.90,,,30.99,117309.9117,1161.368126,#VALUE!
1/3/08,10.60,,,15.50,,<0.12,10.00,,11.00,31.00,117347.7658,1173.477658,1290.825424
1/4/08,,,,,,,,,,32.87,124426.4859,0,#VALUE!
1/5/08,,,,16.70,,,,,9.89,32.78,124085.7988,0,1227.20855
1/6/08,,,,,,,,,,31.08,117650.5987,0,#VALUE!
1/7/08,,,,,,,,,,55.06,208424.7737,0,#VALUE!
1/8/08,4.67,3.16,9.28,9.38,,<0.12,7.79,1.58,6.58,75.07,284170.8638,2213.691029,1869.844284
1/9/08,,,,,,,,,,50.98,192980.2936,0,#VALUE!
1/10/08,5.96,,,14.80,,<0.12,20.30,,10.70,48.14,182229.7241,3699.263398,1949.858047
1/11/08,,,,,,,,,,39.89,151000.0767,0,#VALUE!
1/12/08,,,,18.50,,,,,12.10,39.47,149410.2037,0,1807.863465
1/13/08,,,,,,,,,,36.69,138886.7589,0,#VALUE!
1/14/08,,,,,,,,,,37.08,140363.0695,0,#VALUE!
1/15/08,15.80,4.02,13.40,18.40,,<0.12,16.50,2.28,13.30,35.02,132565.1212,2187.3245,1763.116112
1/16/08,,,,,,,,,,33.74,127719.7941,0,#VALUE!
1/17/08,17.90,,,20.60,,<0.12,13.50,,13.00,33.36,126281.3376,1704.798058,1641.657389
1/18/08,,,,,,,,,,31.14,117877.7235,0,#VALUE!
1/19/08,,,,18.70,,,,,13.10,34.31,129877.4789,0,1701.394973
1/20/08,,,,,,,,,,32.16,121738.8435,0,#VALUE!
1/21/08,,,,,,,,,,32.73,123896.5282,0,#VALUE!
1/22/08,13.40,2.44,13.70,19.80,,<0.12,15.40,2.71,13.40,31.09,117688.4529,1812.402174,1577.025268
1/23/08,,,,,,,,,,32.89,124502.1941,0,#VALUE!
1/24/08,13.60,,,19.80,,<0.12,21.80,,14.70,33.12,125372.8388,2733.127886,1842.980731
1/25/08,,,,,,,,,,33.38,126357.0459,0,#VALUE!
1/26/08,,0.96,,20.00,,,,,14.60,31.74,120148.9705,0,1754.17497
1/27/08,,3.58,,,,,,,,29.51,111707.5022,0,#VALUE!
1/28/08,,,,,,,,,,31.30,118483.3893,0,#VALUE!
1/29/08,18.10,,15.20,17.60,,<0.12,27.00,2.20,14.80,37.17,140703.7566,3799.001428,2082.415598
1/30/08,,1.88,,,,,,,,31.82,120451.8035,0,#VALUE!
1/31/08,14.70,,,16.00,,<0.12,19.30,,13.50,33.05,125107.86,2414.581698,1688.95611
2/1/08,,,,,,,,,,28.71,108679.1728,0,#VALUE!
2/2/08,,,,14.90,,,,,13.90,26.76,101297.6198,0,1408.036915
2/3/08,,,,,,,,,,33.94,128476.8765,0,#VALUE!
2/4/08,,,,,,,,,,81.59,308851.7488,0,#VALUE!
2/5/08,2.50,5.31,,4.20,,0.27,11.10,,4.65,111.70,422830.4981,4693.418528,1966.161816
2/6/08,,,,,,,,,,95.74,362415.3257,0,#VALUE!
2/7/08,5.40,,,6.80,,<0.12,13.60,,5.39,66.09,250177.8659,3402.418976,1348.458697
2/8/08,,,,,,,,,,61.25,231856.4728,0,#VALUE!
2/9/08,,,,13.20,,,,,8.08,52.35,198166.3077,0,1601.183766
2/10/08,,,,,,,,,,48.24,182608.2652,0,#VALUE!
2/11/08,,,,,,,,,,47.23,178784.9993,0,#VALUE!
2/12/08,11.20,2.4,15.00,15.00,,<0.12,14.80,1.97,9.11,46.89,177497.9593,2626.969798,1617.006409
2/13/08,,,,,,,,,,39.20,148388.1426,0,#VALUE!
2/14/08,10.30,,,12.40,,<0.12,16.60,,10.30,36.39,137751.1354,2286.668848,1418.836695
2/15/08,,,,,,,,,,35.88,135820.5754,0,#VALUE!
2/16/08,,,,12.50,,,,,11.50,50.92,192753.1689,0,2216.661442
2/17/08,,,,,,,,,,68.31,258581.4801,0,#VALUE!
2/18/08,,,,,,,,,,49.03,185598.7406,0,#VALUE!
2/19/08,9.24,0.997,12.70,10.60,,<0.12,18.30,1.86,9.29,43.16,163378.3733,2989.824231,1517.785088
2/20/08,,,,,,,,,,38.96,147479.6437,0,#VALUE!
2/21/08,10.80,,,12.80,,<0.12,27.80,,11.50,37.87,143353.5449,3985.228547,1648.565766
2/22/08,,,,,,,,,,37.02,140135.9448,0,#VALUE!
2/23/08,,,,14.30,,,,,12.60,35.15,133057.2248,0,1676.521032
2/24/08,,,,,,,,,,36.05,136464.0954,0,#VALUE!
2/25/08,,,,,,,,,,40.14,151946.4297,0,#VALUE!
2/26/08,10.90,4.19,12.60,14.00,,0.24,30.70,2.06,13.20,37.77,142975.0037,4389.332613,1887.270049
2/27/08,,,,,,,,,,34.81,131770.1848,0,#VALUE!
2/28/08,11.90,,,15.20,,<0.12,31.00,,14.60,33.11,125334.9847,3885.384526,1829.890777
2/29/08,,,,,,,,,,35.93,136009.846,0,#VALUE!
3/1/08,,,,14.00,,,,,12.60,42.70,161637.0839,0,2036.627257
3/2/08,,,,,,,,,,43.28,163832.6227,0,#VALUE!
3/3/08,,,,,,,,,,55.93,211718.082,0,#VALUE!
3/4/08,7.39,7.39,12.00,15.60,,0.26,19.70,2.23,9.60,49.10,185863.7194,3661.515272,1784.291706
3/5/08,,,,,,,,,,51.22,193888.7924,0,#VALUE!
3/6/08,7.56,,,18.00,,0.24,29.90,,12.70,48.11,182116.1617,5445.273235,2312.875254
3/7/08,,,,,,,,,,45.44,172009.1122,0,#VALUE!
3/8/08,,,,18.70,,,,,12.70,41.11,155618.2791,0,1976.352145
3/9/08,,,,,,,,,,41.56,157321.7144,0,#VALUE!
3/10/08,,,,,,,,,,43.12,163226.9568,0,#VALUE!
3/11/08,8.02,21.1,10.70,20.60,,0.29,34.60,2.36,15.80,41.69,157813.8179,5460.358101,2493.458323
3/12/08,,,,,,,,,,40.50,153309.1779,0,#VALUE!
3/13/08,6.68,,,17.50,,0.21,18.20,,13.20,41.25,156148.2368,2841.897909,2061.156725
3/14/08,,,,,,,,,,39.20,148388.1426,0,#VALUE!
3/15/08,,,,17.90,,,,,10.32,38.72,146571.1449,0,1512.614215
3/16/08,,,,,,,,,,38.93,147366.0814,0,#VALUE!
3/17/08,,,,,,,,,,59.03,223452.8586,0,#VALUE!
3/18/08,3.94,5.65,9.45,11.60,,0.32,17.30,2.36,9.65,84.87,321267.8995,5557.934661,3100.23523
3/19/08,,,,,,,,,,84.60,320245.8383,0,#VALUE!
3/20/08,3.06,,,12.10,,<0.12,11.70,,7.31,59.19,224058.5244,2621.484736,1637.867814
3/21/08,,,,,,,,,,52.94,200399.7007,0,#VALUE!
3/22/08,,,,15.90,,,,,10.50,46.51,176059.5028,0,1848.62478
3/23/08,,,,,,,,,,44.52,168526.5333,0,#VALUE!
3/24/08,,,,,,,,,,45.93,173863.964,0,#VALUE!
3/25/08,5.84,3.83,13.90,14.60,,0.24,17.10,2.06,10.10,43.17,163416.2274,2794.417489,1650.503897
3/26/08,,,,,,,,,,38.47,145624.7919,0,#VALUE!
3/27/08,8.07,,,15.40,,0.22,10.10,,9.47,58.30,220689.5079,2228.96403,2089.92964
3/28/08,,,,,,,,,,44.60,168829.3663,0,#VALUE!
3/29/08,,,,18.00,,,,,11.20,43.28,163832.6227,0,1834.925374
3/30/08,,,,,,,,,,42.47,160766.4391,0,#VALUE!
3/31/08,,,,,,,,,,57.97,219440.322,0,#VALUE!
4/1/08,6.35,5.53,13.90,16.50,,<0.12,8.41,1.93,7.86,51.39,194532.3124,1636.016747,1529.023975
4/2/08,,,,,,,,,,48.36,183062.5146,0,#VALUE!
4/3/08,5.95,,,16.60,,0.26,26.40,,12.10,46.78,177081.564,4674.95329,2142.686924
4/4/08,,,,,,,,,,42.90,162394.1662,0,#VALUE!
4/5/08,,,,15.90,,,,,10.00,38.65,146306.1661,0,1463.061661
4/6/08,,,,,,,,,,39.65,150091.5779,0,#VALUE!
4/7/08,,,,,,,,,,39.83,150772.952,0,#VALUE!
4/8/08,13.20,1.76,18.10,16.90,,<0.12,18.80,2.28,13.70,42.73,161750.6462,3040.912149,2215.983853
4/9/08,,,,,,,,,,39.80,150659.3896,0,#VALUE!
4/10/08,4.09,,,10.40,,<0.12,20.30,,9.39,78.10,295640.6616,6001.50543,2776.065812
4/11/08,,,,,,,,,,52.53,198847.6819,0,#VALUE!
4/12/08,,,,14.00,,,,,8.75,50.55,191352.5665,0,1674.334957
4/13/08,,,,,,,,,,47.96,181548.3499,0,#VALUE!
4/14/08,,,,,,,,,,42.99,162734.8533,0,#VALUE!
4/15/08,9.06,,15.50,16.50,,<0.12,14.80,2.63,11.90,46.19,174848.171,2587.752931,2080.693235
4/16/08,,,,,,,,,,41.58,157397.4226,0,#VALUE!
4/17/08,8.97,,,15.60,,<0.12,14.00,,10.90,38.79,146836.1237,2055.705732,1600.513749
4/18/08,,,,,,,,,,40.87,154709.7803,0,#VALUE!
4/19/08,,,,19.80,,,,,12.80,39.55,149713.0367,0,1916.32687
4/20/08,,,,,,,,,,38.48,145662.6461,0,#VALUE!
4/21/08,,,,,,,,,,37.64,142482.9002,0,#VALUE!
4/22/08,17.20,4.15,24.30,19.40,,<0.12,23.40,2.14,13.60,34.69,131315.9353,3072.792887,1785.896721
4/23/08,,,,,,,,,,35.40,134003.5777,0,#VALUE!
4/24/08,14.20,,,21.30,,<0.12,25.60,,13.20,34.66,131202.373,3358.780748,1731.871323
4/25/08,,,,,,,,,,47.77,180829.1217,0,#VALUE!
4/26/08,,,,19.90,,,,,12.50,37.06,140287.3613,0,1753.592016
4/27/08,,,,,,,,,,37.65,142520.7543,0,#VALUE!
4/28/08,,,,,,,,,,36.40,137788.9895,0,#VALUE!
4/29/08,21.30,14,25.80,21.20,,<0.12,22.00,2.19,13.20,34.79,131694.4765,2897.278483,1738.36709
4/30/08,,,,,,,,,,29.72,112502.4387,0,#VALUE!
5/1/08,19.00,,,22.90,,<0.12,25.30,,14.10,34.02,128779.7094,3258.126649,1815.793903
5/2/08,,,,,,,,,,41.86,158457.3379,0,#VALUE!
5/3/08,,,,21.70,,,,,12.50,31.79,120338.2411,0,1504.228014
5/4/08,,,,,,,,,,30.56,115682.1846,0,#VALUE!
5/5/08,,,,,,,,,,33.18,125599.9635,0,#VALUE!
5/6/08,18.80,0.37,19.00,18.60,,<0.12,22.90,2.21,13.60,29.39,111253.2528,2547.699489,1513.044238
5/7/08,,,,,,,,,,38.08,144148.4813,0,#VALUE!
5/8/08,12.20,,,14.60,,<0.12,16.80,,9.14,48.82,184803.8041,3104.703908,1689.106769
5/9/08,,,,,,,,,,35.34,133776.453,0,#VALUE!
5/10/08,,,,17.20,,,,,12.90,45.41,171895.5498,0,2217.452593
5/11/08,,,,,,,,,,55.27,209219.7102,0,#VALUE!
5/12/08,,,,,,,,,,37.78,143012.8578,0,#VALUE!
5/13/08,24.10,<0.009,15.80,17.30,,<0.12,6.91,2.11,9.54,39.82,150735.0979,1041.579526,1438.012834
5/14/08,,,,,,,,,,36.14,136804.7825,0,#VALUE!
5/15/08,21.50,,,15.00,,1.26,14.40,,11.50,58.59,221787.2774,3193.736794,2550.55369
5/16/08,,,,,,,,,,46.11,174545.3381,0,#VALUE!
5/17/08,,,,16.50,,,,,8.33,38.84,147025.3943,0,1224.721535
5/18/08,,,,,,,,,,36.23,137145.4695,0,#VALUE!
5/19/08,,,,,,,,,,41.49,157056.7356,0,#VALUE!
5/20/08,22.50,0.153,15.10,19.60,,<0.12,18.20,2.19,11.40,34.32,129915.333,2364.45906,1481.034796
5/21/08,,,,,,,,,,34.90,132110.8718,0,#VALUE!
5/22/08,22.80,,,21.30,,<0.12,20.30,,12.20,32.99,124880.7353,2535.078926,1523.54497
5/23/08,,,,,,,,,,38.55,145927.6249,0,#VALUE!
5/24/08,,,,24.40,,,,,14.30,33.43,126546.3165,0,1809.612326
5/25/08,,,,,,,,,,37.57,142217.9213,0,#VALUE!
5/26/08,,,,,,,,,,32.60,123404.4247,0,#VALUE!
5/27/08,22.80,14.9,17.50,25.60,,<0.12,43.40,2.36,16.10,35.56,134609.2436,5842.041173,2167.208822
5/28/08,,,,,,,,,,32.52,123101.5917,0,#VALUE!
5/29/08,33.50,,,27.60,,<0.12,33.40,,16.20,32.56,123253.0082,4116.650474,1996.698733
5/30/08,,,,,,,,,,46.11,174545.3381,0,#VALUE!
5/31/08,,,,19.50,,,,,11.70,35.60,134760.6601,0,1576.699723
6/1/08,,,,,,,,,,32.88,124464.34,0,#VALUE!
6/2/08,,,,,,,,,,47.49,179769.2064,0,#VALUE!
6/3/08,2.60,3.93,5.85,4.67,,<0.12,30.10,1.07,5.84,130.39,493579.8446,14856.75332,2882.506292
6/4/08,,,,,,,,,,115.73,438085.7076,0,#VALUE!
6/5/08,3.55,,,6.11,,<0.12,12.80,,4.70,87.62,331677.7819,4245.475609,1558.885575
6/6/08,,,,,,,,,,69.26,262177.6213,0,#VALUE!
6/7/08,,,,4.20,,,,,5.09,120.81,457315.5996,0,2327.736402
6/8/08,,,,,,,,,,75.82,287009.9227,0,#VALUE!
6/9/08,,,,,,,,,,90.63,343071.8714,0,#VALUE!
6/10/08,7.63,14,10.10,10.90,,<0.12,24.10,1.91,7.33,59.71,226026.9386,5447.24922,1656.77746
6/11/08,,,,,,,,,,54.07,204677.216,0,#VALUE!
6/12/08,10.60,,,15.60,,<0.12,28.40,,10.20,46.95,177725.084,5047.392386,1812.795857
6/13/08,,,,,,,,,,45.18,171024.9051,0,#VALUE!
6/14/08,,,,19.90,,,,,12.40,39.65,150091.5779,0,1861.135566
6/15/08,,,,,,,,,,38.79,146836.1237,0,#VALUE!
6/16/08,,,,,,,,,,38.95,147441.7896,0,#VALUE!
6/17/08,19.20,10.3,17.70,21.90,,<0.12,31.10,2.80,12.90,36.84,139454.5707,4337.037149,1798.963962
6/18/08,,,,,,,,,,36.11,136691.2201,0,#VALUE!
6/19/08,22.40,,,26.10,,0.24,25.90,,14.60,35.80,135517.7424,3509.909529,1978.55904
6/20/08,,,,,,,,,,34.29,129801.7706,0,#VALUE!
6/21/08,,,,25.00,,,,,15.80,34.35,130028.8953,0,2054.456546
6/22/08,,,,,,,,,,33.02,124994.2976,0,#VALUE!
6/23/08,,,,,,,,,,32.27,122155.2388,0,#VALUE!
6/24/08,14.00,3.32,16.80,22.90,,<0.12,32.90,2.19,16.40,33.05,125107.86,4116.048594,2051.768904
6/25/08,,,,,,,,,,34.10,129082.5424,0,#VALUE!
6/26/08,16.00,,,30.10,,0.25,24.80,,16.40,32.94,124691.4647,3092.348324,2044.940021
6/27/08,,,,,,,,,,33.31,126092.0671,0,#VALUE!
6/28/08,,,,26.60,,,,,17.30,30.66,116060.7258,0,2007.850556
6/29/08,,,,,,,,,,30.74,116363.5587,0,#VALUE!
6/30/08,,,,,,,,,,31.53,119354.0341,0,#VALUE!
7/1/08,15.00,10,15.20,28.20,,0.22,33.80,2.19,19.10,30.01,113600.2081,3839.687034,2169.763975
7/2/08,,,,,,,,,,47.21,178709.2911,0,#VALUE!
7/3/08,15.30,,,16.10,,0.24,23.30,,11.70,55.66,210696.0208,4909.217284,2465.143443
7/4/08,,,,,,,,,,37.84,143239.9825,0,#VALUE!
7/5/08,,,,27.20,,,,,15.70,33.17,125562.1094,0,1971.325118
7/6/08,,,,,,,,,,30.93,117082.787,0,#VALUE!
7/7/08,,,,,,,,,,41.27,156223.945,0,#VALUE!
7/8/08,10.90,1.05,15.10,19.00,,<0.12,12.90,2.01,14.60,50.83,192412.4818,2482.121015,2809.222234
7/9/08,,,,,,,,,,45.44,172009.1122,0,#VALUE!
7/10/08,15.10,,,22.40,,<0.12,9.50,,13.50,34.65,131164.5189,1246.062929,1770.721005
7/11/08,,,,,,,,,,57.31,216941.9503,0,#VALUE!
7/12/08,,,,9.40,,,,,7.98,89.17,337545.1702,0,2693.610458
7/13/08,,,,,,,,,,54.21,205207.1737,0,#VALUE!
7/14/08,,,,,,,,,,45.22,171176.3216,0,#VALUE!
7/15/08,13.50,0.721,10.80,15.30,,<0.12,11.80,1.05,10.50,37.92,143542.8155,1693.805222,1507.199562
7/16/08,,,,,,,,,,37.36,141422.9848,0,#VALUE!
7/17/08,15.50,,,19.70,,<0.12,12.00,,11.40,34.40,130218.1659,1562.617991,1484.487091
7/18/08,,,,,,,,,,33.37,126319.1918,0,#VALUE!
7/19/08,,,,22.10,,,,,13.00,35.41,134041.4318,0,1742.538614
7/20/08,,,,,,,,,,33.15,125486.4012,0,#VALUE!
7/21/08,,,,,,,,,,48.82,184803.8041,0,#VALUE!
7/22/08,14.20,3.19,12.30,16.30,,<0.12,13.00,1.66,10.30,51.51,194986.5618,2534.825304,2008.361587
7/23/08,,,,,,,,,,34.69,131315.9353,0,#VALUE!
7/24/08,18.90,,,23.00,,<0.12,12.50,,13.60,34.82,131808.0389,1647.600486,1792.589329
7/25/08,,,,,,,,,,31.81,120413.9494,0,#VALUE!
7/26/08,,,,23.00,,,,,15.40,30.35,114887.2481,0,1769.263621
7/27/08,,,,,,,,,,44.07,166823.098,0,#VALUE!
7/28/08,,,,,,,,,,44.83,169700.011,0,#VALUE!
7/29/08,11.50,<0.009,13.70,19.60,,<0.12,11.60,2.06,12.20,37.06,140287.3613,1627.333391,1711.505808
7/30/08,,,,,,,,,,36.10,136653.366,0,#VALUE!
7/31/08,14.50,,,25.30,,<0.12,17.80,,15.00,33.95,128514.7306,2287.562205,1927.720959
8/1/08,,,,,,,,,,32.44,122798.7588,0,#VALUE!
8/2/08,,,,28.50,,,,,16.00,34.17,129347.5212,0,2069.560339
8/3/08,,,,,,,,,,35.68,135063.493,0,#VALUE!
8/4/08,,,,,,,,,,32.34,122420.2176,0,#VALUE!
8/5/08,12.40,0.316,20.50,19.70,,0.44,17.70,2.25,14.20,47.55,179996.3311,3185.93506,2555.947901
8/6/08,,,,,,,,,,34.69,131315.9353,0,#VALUE!
8/7/08,12.70,,,24.90,,<0.12,14.00,,13.80,32.64,123555.8412,1729.781776,1705.070608
